,pre,post,witvliet_7_syn,witvliet_8_syn,cel_n2u_syn,pristi_series14,pristi_series15,how_many_datasets_have_syn,sum_synaptic_weight,average_synaptic_weight,herm_conservation,pristi_conservation,species_specific,how_many_datasets_have_syn_include_zeros
1047,DVC,RIH,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,0,1,not specific,1.0
1048,DVC,RIM,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
1049,DVC,RIV,1.0,1.0,2.0,0.0,0.0,3,4.0,1.3333333333333333,3,0,cel_specific,4.0
1050,DVC,RMF,15.0,10.0,23.0,0.0,0.0,3,48.0,16.0,3,0,cel_specific,48.0
1051,DVC,SAA,1.0,0.0,0.0,0.0,0.0,1,1.0,0.3333333333333333,1,0,not specific,1.0
1052,DVC,SDQ,0.0,0.0,0.0,2.0,0.0,1,2.0,0.6666666666666666,0,1,not specific,2.0
1053,DVC,URA,0.0,0.0,1.0,4.0,0.0,2,5.0,1.6666666666666667,1,1,not specific,5.0
1054,DVC,URY,0.0,3.0,0.0,8.0,5.0,3,16.0,16.0,1,2,not specific,16.0
1055,FLP,ADA,2.0,1.0,2.0,0.0,0.0,3,5.0,1.6666666666666667,3,0,cel_specific,5.0
1056,FLP,ADE,4.0,3.0,33.0,0.0,0.0,3,40.0,20.0,3,0,cel_specific,40.0
1057,FLP,AIB,10.0,2.0,9.0,0.0,0.0,3,21.0,10.5,3,0,cel_specific,21.0
1058,FLP,AVA,38.0,30.0,104.0,0.0,0.0,3,172.0,172.0,3,0,cel_specific,172.0
1059,FLP,AVB,11.0,6.0,76.0,0.0,0.0,3,93.0,46.5,3,0,cel_specific,93.0
1060,FLP,AVD,6.0,8.0,58.0,0.0,0.0,3,72.0,72.0,3,0,cel_specific,72.0
1061,FLP,AVE,6.0,8.0,48.0,0.0,0.0,3,62.0,31.0,3,0,cel_specific,62.0
1062,FLP,AVJ,1.0,0.0,2.0,0.0,0.0,2,3.0,1.0,2,0,not specific,3.0
1063,FLP,DVA,0.0,1.0,10.0,0.0,0.0,2,11.0,5.5,2,0,not specific,11.0
1064,FLP,FLP,3.0,4.0,14.0,0.0,0.0,3,21.0,21.0,3,0,cel_specific,21.0
1065,FLP,PVC,5.0,2.0,2.0,0.0,0.0,3,9.0,3.0,3,0,cel_specific,9.0
1066,FLP,PVP,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
1067,FLP,RIH,1.0,2.0,0.0,0.0,0.0,2,3.0,3.0,2,0,not specific,3.0
1068,FLP,RIS,0.0,1.0,1.0,0.0,0.0,2,2.0,1.0,2,0,not specific,2.0
1069,FLP,SDQ,1.0,2.0,0.0,0.0,0.0,2,3.0,3.0,2,0,not specific,3.0
1070,FLP,VBn,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
1071,HSN,ADA,0.0,0.0,0.0,4.0,0.0,1,4.0,4.0,0,1,not specific,4.0
1072,HSN,ADL,1.0,1.0,2.0,15.0,0.0,4,19.0,19.0,3,1,not specific,19.0
1073,HSN,AIA,7.0,6.0,15.0,1.0,0.0,4,29.0,7.25,3,1,not specific,29.0
1074,HSN,AIB,0.0,0.0,2.0,34.0,0.0,2,36.0,18.0,1,1,not specific,36.0
1075,HSN,AIM,0.0,0.0,2.0,2.0,0.0,2,4.0,0.8,1,1,not specific,4.0
1076,HSN,AIZ,4.0,0.0,13.0,4.0,0.0,3,21.0,21.0,2,1,not specific,21.0
1077,HSN,ALM,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
1078,HSN,AQR,1.0,0.0,0.0,0.0,0.0,1,1.0,0.5,1,0,not specific,1.0
1079,HSN,ASE,2.0,0.0,0.0,10.0,0.0,2,12.0,3.0,1,1,not specific,12.0
1080,HSN,ASH,3.0,4.0,8.0,0.0,0.0,3,15.0,15.0,3,0,cel_specific,15.0
1081,HSN,ASI,0.0,0.0,0.0,3.0,0.0,1,3.0,1.0,0,1,not specific,3.0
1082,HSN,ASJ,0.0,0.0,2.0,0.0,0.0,1,2.0,2.0,1,0,not specific,2.0
1083,HSN,ASK,3.0,2.0,5.0,7.0,0.0,4,17.0,8.5,3,1,not specific,17.0
1084,HSN,AVA,1.0,0.0,0.0,0.0,0.0,1,1.0,0.3333333333333333,1,0,not specific,1.0
1085,HSN,AVB,4.0,0.0,0.0,5.0,0.0,2,9.0,9.0,1,1,not specific,9.0
1086,HSN,AVD,2.0,0.0,0.0,2.0,0.0,2,4.0,4.0,1,1,not specific,4.0
1087,HSN,AVF,1.0,1.0,20.0,4.0,0.0,4,26.0,6.5,3,1,not specific,26.0
1088,HSN,AVH,1.0,1.0,4.0,0.0,0.0,3,6.0,6.0,3,0,cel_specific,6.0
1089,HSN,AVJ,0.0,1.0,6.0,0.0,0.0,2,7.0,7.0,2,0,not specific,7.0
1090,HSN,AVM,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
1091,HSN,AWA,2.0,1.0,3.0,1.0,0.0,4,7.0,7.0,3,1,not specific,7.0
1092,HSN,AWB,7.0,4.0,10.0,4.0,0.0,4,25.0,25.0,3,1,not specific,25.0
1093,HSN,BDU,2.0,6.0,2.0,0.0,0.0,3,10.0,3.3333333333333335,3,0,cel_specific,10.0
1094,HSN,HSN,0.0,1.0,7.0,0.0,0.0,2,8.0,2.6666666666666665,2,0,not specific,8.0
1095,HSN,PLN,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,0,1,not specific,1.0
1096,HSN,PVN,2.0,3.0,1.0,0.0,0.0,3,6.0,6.0,3,0,cel_specific,6.0
1097,HSN,PVQ,2.0,2.0,2.0,2.0,0.0,4,8.0,8.0,3,1,not specific,8.0
1098,HSN,RIF,3.0,5.0,20.0,1.0,0.0,4,29.0,,3,1,not specific,29.0
1099,HSN,RIM,2.0,0.0,7.0,0.0,0.0,2,9.0,,2,0,not specific,9.0
1100,HSN,RIR,0.0,0.0,3.0,0.0,0.0,1,3.0,3.0,1,0,not specific,3.0
1101,HSN,RMD,0.0,0.0,1.0,0.0,0.0,1,1.0,,1,0,not specific,1.0
1102,HSN,RMG,0.0,1.0,2.0,8.0,0.0,3,11.0,5.5,2,1,not specific,11.0
1103,HSN,SIA,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,0,1,not specific,1.0
1104,HSN,SIB,0.0,0.0,0.0,3.0,0.0,1,3.0,1.5,0,1,not specific,3.0
1105,HSN,SMB,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,0,1,not specific,1.0
1106,HSN,URY,0.0,0.0,0.0,2.0,0.0,1,2.0,2.0,0,1,not specific,2.0
1107,IL1,ADE,0.0,0.0,3.0,0.0,0.0,1,3.0,3.0,1,0,not specific,3.0
1108,IL1,AIB,0.0,0.0,0.0,2.0,0.0,1,2.0,2.0,0,1,not specific,2.0
1109,IL1,AVE,3.0,2.0,12.0,0.0,0.0,3,17.0,17.0,3,0,cel_specific,17.0
1110,IL1,AVL,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
1111,IL1,CEP,0.0,0.0,0.0,9.0,9.0,2,18.0,18.0,0,2,pristi_specific,18.0
1112,IL1,IL1,4.0,6.0,15.0,2.0,0.0,4,27.0,13.5,3,1,not specific,27.0
1113,IL1,IL2,0.0,0.0,9.0,2.0,0.0,2,11.0,11.0,1,1,not specific,11.0
1114,IL1,OLL,0.0,5.0,4.0,1.0,0.0,3,10.0,10.0,2,1,not specific,10.0
1115,IL1,OLQ,0.0,0.0,7.0,2.0,0.0,2,9.0,1.8,1,1,not specific,9.0
1116,IL1,PVP,0.0,0.0,0.0,2.0,0.0,1,2.0,0.4,0,1,not specific,2.0
1117,IL1,PVR,4.0,2.0,0.0,0.0,0.0,2,6.0,6.0,2,0,not specific,6.0
1118,IL1,RIP,12.0,12.0,68.0,0.0,1.0,4,93.0,46.5,3,1,not specific,93.0
1119,IL1,RIS,1.0,0.0,0.0,0.0,0.0,1,1.0,0.5,1,0,not specific,1.0
1120,IL1,RMD,80.0,63.0,243.0,84.0,57.0,5,527.0,527.0,3,2,core,527.0
1121,IL1,RME,8.0,10.0,10.0,34.0,11.0,5,73.0,36.5,3,2,core,73.0
1122,IL1,RMF,1.0,1.0,0.0,0.0,0.0,2,2.0,0.6666666666666666,2,0,not specific,2.0
1123,IL1,RMG,0.0,0.0,1.0,0.0,0.0,1,1.0,0.5,1,0,not specific,1.0
1124,IL1,RMH,2.0,3.0,4.0,0.0,0.0,3,9.0,9.0,3,0,cel_specific,9.0
1125,IL1,SAA,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,0,1,not specific,1.0
1126,IL1,SMB,0.0,0.0,0.0,12.0,3.0,2,15.0,15.0,0,2,pristi_specific,15.0
1127,IL1,SMD,0.0,0.0,0.0,2.0,2.0,2,4.0,1.3333333333333333,0,2,pristi_specific,4.0
1128,IL1,URA,1.0,3.0,30.0,23.0,17.0,5,74.0,74.0,3,2,core,74.0
1129,IL1,URB,0.0,0.0,1.0,19.0,8.0,3,28.0,9.333333333333334,1,2,not specific,28.0
1130,IL1,URX,0.0,0.0,1.0,0.0,0.0,1,1.0,0.25,1,0,not specific,1.0
1131,IL1,URY,0.0,0.0,6.0,0.0,0.0,1,6.0,6.0,1,0,not specific,6.0
1132,IL2,ADA,1.0,0.0,0.0,0.0,0.0,1,1.0,,1,0,not specific,1.0
1133,IL2,ADE,3.0,3.0,16.0,0.0,0.0,3,22.0,,3,0,cel_specific,22.0
1134,IL2,ADL,0.0,1.0,1.0,0.0,0.0,2,2.0,2.0,2,0,not specific,2.0
1135,IL2,AIB,0.0,1.0,0.0,0.0,0.0,1,1.0,0.5,1,0,not specific,1.0
1136,IL2,ASI,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
1137,IL2,AUA,0.0,0.0,2.0,0.0,0.0,1,2.0,1.0,1,0,not specific,2.0
1138,IL2,AVA,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
1139,IL2,AVB,0.0,0.0,2.0,0.0,0.0,1,2.0,2.0,1,0,not specific,2.0
1140,IL2,AVE,0.0,1.0,4.0,0.0,0.0,2,5.0,5.0,2,0,not specific,5.0
1141,IL2,AWC,0.0,2.0,0.0,0.0,0.0,1,2.0,1.0,1,0,not specific,2.0
1142,IL2,BAG,1.0,0.0,1.0,0.0,0.0,2,2.0,2.0,2,0,not specific,2.0
1143,IL2,CEP,1.0,1.0,2.0,0.0,0.0,3,4.0,2.0,3,0,cel_specific,4.0
1144,IL2,DVC,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
1145,IL2,IL1,27.0,29.0,109.0,8.0,3.0,5,176.0,44.0,3,2,core,176.0
1146,IL2,IL2,2.0,2.0,3.0,31.0,5.0,5,43.0,43.0,3,2,core,43.0
1147,IL2,OLL,3.0,2.0,5.0,5.0,0.0,4,15.0,15.0,3,1,not specific,15.0
1148,IL2,OLQ,39.0,41.0,94.0,5.0,0.0,4,179.0,89.5,3,1,not specific,179.0
1149,IL2,RIA,5.0,7.0,6.0,0.0,0.0,3,18.0,18.0,3,0,cel_specific,18.0
1150,IL2,RIB,0.0,2.0,1.0,10.0,2.0,4,15.0,,2,2,not specific,15.0
1151,IL2,RIC,5.0,2.0,4.0,0.0,0.0,3,11.0,5.5,3,0,cel_specific,11.0
1152,IL2,RIG,0.0,1.0,0.0,0.0,0.0,1,1.0,0.5,1,0,not specific,1.0
1153,IL2,RIH,26.0,31.0,56.0,0.0,0.0,3,113.0,113.0,3,0,cel_specific,113.0
1154,IL2,RIP,56.0,70.0,150.0,83.0,33.0,5,392.0,78.4,3,2,core,392.0
1155,IL2,RMD,7.0,7.0,6.0,0.0,0.0,3,20.0,20.0,3,0,cel_specific,20.0
1156,IL2,RME,58.0,64.0,130.0,54.0,36.0,5,342.0,342.0,3,2,core,342.0
1157,IL2,RMG,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
1158,IL2,RMH,2.0,1.0,1.0,0.0,0.0,3,4.0,4.0,3,0,cel_specific,4.0
1159,IL2,SIA,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
1160,IL2,SIB,2.0,0.0,0.0,0.0,0.0,1,2.0,2.0,1,0,not specific,2.0
1161,IL2,SMB,2.0,1.0,0.0,0.0,0.0,2,3.0,1.5,2,0,not specific,3.0
1162,IL2,URA,18.0,32.0,41.0,0.0,6.0,4,97.0,97.0,3,1,not specific,97.0
1163,IL2,URB,1.0,1.0,3.0,0.0,0.0,3,5.0,1.25,3,0,cel_specific,5.0
1164,IL2,URX,3.0,4.0,5.0,0.0,0.0,3,12.0,6.0,3,0,cel_specific,12.0
1165,IL2,URY,2.0,1.0,0.0,0.0,0.0,2,3.0,3.0,2,0,not specific,3.0
1166,OLL,ADE,1.0,0.0,7.0,0.0,0.0,2,8.0,8.0,2,0,not specific,8.0
1167,OLL,AVE,56.0,64.0,92.0,67.0,36.0,5,315.0,,3,2,core,315.0
1168,OLL,CEP,32.0,34.0,42.0,50.0,24.0,5,182.0,91.0,3,2,core,182.0
1169,OLL,IL1,8.0,10.0,6.0,37.0,23.0,5,84.0,42.0,3,2,core,84.0
1170,OLL,IL2,1.0,0.0,1.0,4.0,0.0,3,6.0,1.2,2,1,not specific,6.0
1171,OLL,OLL,1.0,0.0,8.0,0.0,0.0,2,9.0,9.0,2,0,not specific,9.0
1172,OLL,OLQ,1.0,0.0,1.0,0.0,0.0,2,2.0,2.0,2,0,not specific,2.0
1173,OLL,RIB,24.0,27.0,45.0,57.0,31.0,5,184.0,184.0,3,2,core,184.0
1174,OLL,RIS,0.0,0.0,2.0,0.0,3.0,2,5.0,5.0,1,1,not specific,5.0
1175,OLL,RMD,49.0,67.0,69.0,22.0,26.0,5,233.0,233.0,3,2,core,233.0
1176,OLL,RME,9.0,3.0,9.0,1.0,0.0,4,22.0,11.0,3,1,not specific,22.0
1177,OLL,RMG,1.0,0.0,0.0,0.0,0.0,1,1.0,0.2,1,0,not specific,1.0
1178,OLL,RMH,0.0,0.0,0.0,3.0,0.0,1,3.0,3.0,0,1,not specific,3.0
1179,OLL,SMD,28.0,28.0,46.0,12.0,1.0,5,115.0,38.333333333333336,3,2,core,115.0
1180,OLL,URA,0.0,0.0,0.0,0.0,2.0,1,2.0,0.6666666666666666,0,1,not specific,2.0
1181,OLL,URB,0.0,0.0,0.0,2.0,0.0,1,2.0,1.0,0,1,not specific,2.0
1182,OLL,URX,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
1183,OLL,URY,1.0,1.0,3.0,1.0,6.0,5,12.0,12.0,3,2,core,12.0
1184,OLQ,ADA,0.0,0.0,0.0,2.0,0.0,1,2.0,1.0,0,1,not specific,2.0
1185,OLQ,AVA,0.0,0.0,1.0,0.0,0.0,1,1.0,0.5,1,0,not specific,1.0
1186,OLQ,AVD,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
1187,OLQ,AVE,0.0,0.0,0.0,24.0,0.0,1,24.0,24.0,0,1,not specific,24.0
1188,OLQ,AVF,0.0,0.0,0.0,0.0,3.0,1,3.0,3.0,0,1,not specific,3.0
1189,OLQ,AVJ,0.0,0.0,0.0,0.0,7.0,1,7.0,7.0,0,1,not specific,7.0
1190,OLQ,BDU,0.0,0.0,0.0,2.0,3.0,2,5.0,5.0,0,2,pristi_specific,5.0
1191,OLQ,CEP,0.0,1.0,3.0,7.0,2.0,4,13.0,13.0,2,2,not specific,13.0
1192,OLQ,DVA,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,0,1,not specific,1.0
1193,OLQ,IL1,3.0,2.0,3.0,95.0,19.0,5,122.0,30.5,3,2,core,122.0
1194,OLQ,IL2,17.0,18.0,1.0,11.0,3.0,5,50.0,25.0,3,2,core,50.0
1195,OLQ,OLL,0.0,0.0,0.0,9.0,5.0,2,14.0,2.8,0,2,pristi_specific,14.0
1196,OLQ,OLQ,0.0,0.0,0.0,2.0,0.0,1,2.0,0.5,0,1,not specific,2.0
1197,OLQ,PVN,0.0,0.0,0.0,2.0,0.0,1,2.0,0.6666666666666666,0,1,not specific,2.0
1198,OLQ,PVP,1.0,0.0,0.0,9.0,0.0,2,10.0,10.0,1,1,not specific,10.0
1199,OLQ,PVR,0.0,0.0,0.0,11.0,0.0,1,11.0,5.5,0,1,not specific,11.0
1200,OLQ,RIA,0.0,0.0,0.0,5.0,0.0,1,5.0,5.0,0,1,not specific,5.0
1201,OLQ,RIC,6.0,7.0,17.0,3.0,2.0,5,35.0,11.666666666666666,3,2,core,35.0
1202,OLQ,RIG,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
1203,OLQ,RIH,2.0,2.0,23.0,0.0,0.0,3,27.0,27.0,3,0,cel_specific,27.0
1204,OLQ,RIM,0.0,0.0,0.0,3.0,0.0,1,3.0,3.0,0,1,not specific,3.0
1205,OLQ,RIP,0.0,0.0,18.0,1.0,3.0,3,22.0,22.0,1,2,not specific,22.0
1206,OLQ,RIR,0.0,0.0,0.0,2.0,0.0,1,2.0,2.0,0,1,not specific,2.0
1207,OLQ,RIV,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,0,1,not specific,1.0
1208,OLQ,RMD,21.0,21.0,52.0,33.0,8.0,5,135.0,135.0,3,2,core,135.0
1209,OLQ,RME,4.0,4.0,5.0,32.0,3.0,5,48.0,48.0,3,2,core,48.0
1210,OLQ,RMH,3.0,4.0,7.0,0.0,0.0,3,14.0,14.0,3,0,cel_specific,14.0
1211,OLQ,SIA,0.0,1.0,9.0,0.0,0.0,2,10.0,10.0,2,0,not specific,10.0
1212,OLQ,SIB,22.0,21.0,47.0,1.0,0.0,4,91.0,91.0,3,1,not specific,91.0
1213,OLQ,SMB,1.0,2.0,0.0,8.0,0.0,3,11.0,3.6666666666666665,2,1,not specific,11.0
1214,OLQ,URA,0.0,0.0,0.0,1.0,0.0,1,1.0,0.5,0,1,not specific,1.0
1215,OLQ,URB,0.0,1.0,0.0,0.0,0.0,1,1.0,0.5,1,0,not specific,1.0
1216,OLQ,URX,0.0,0.0,0.0,3.0,0.0,1,3.0,1.5,0,1,not specific,3.0
1217,OLQ,URY,0.0,0.0,3.0,11.0,6.0,3,20.0,20.0,1,2,not specific,20.0
1218,PLN,AIB,0.0,0.0,0.0,2.0,8.0,2,10.0,10.0,0,2,pristi_specific,10.0
1219,PLN,AVA,0.0,0.0,0.0,2.0,8.0,2,10.0,3.3333333333333335,0,2,pristi_specific,10.0
1220,PLN,AVB,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
1221,PLN,CEP,0.0,0.0,0.0,2.0,0.0,1,2.0,2.0,0,1,not specific,2.0
1222,PLN,OLQ,0.0,0.0,0.0,2.0,0.0,1,2.0,2.0,0,1,not specific,2.0
1223,PLN,RIC,0.0,0.0,0.0,6.0,0.0,1,6.0,6.0,0,1,not specific,6.0
1224,PLN,RID,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
1225,PLN,RIV,0.0,0.0,0.0,3.0,0.0,1,3.0,3.0,0,1,not specific,3.0
1226,PLN,RMD,0.0,0.0,1.0,6.0,2.0,3,9.0,3.0,1,2,not specific,9.0
1227,PLN,RMF,0.0,0.0,0.0,14.0,3.0,2,17.0,5.666666666666667,0,2,pristi_specific,17.0
1228,PLN,RMG,3.0,3.0,0.0,0.0,3.0,3,9.0,2.25,2,1,not specific,9.0
1229,PLN,RMH,0.0,0.0,0.0,0.0,2.0,1,2.0,2.0,0,1,not specific,2.0
1230,PLN,SAA,9.0,19.0,15.0,6.0,8.0,5,57.0,28.5,3,2,core,57.0
1231,PLN,SMB,11.0,14.0,21.0,3.0,21.0,5,70.0,17.5,3,2,core,70.0
1232,PLN,SMD,3.0,3.0,0.0,4.0,0.0,3,10.0,2.5,2,1,not specific,10.0
1233,PVC,ADA,1.0,1.0,0.0,0.0,0.0,2,2.0,2.0,2,0,not specific,2.0
1234,PVC,ADL,0.0,0.0,2.0,0.0,0.0,1,2.0,2.0,1,0,not specific,2.0
1235,PVC,AIY,0.0,0.0,0.0,0.0,3.0,1,3.0,0.75,0,1,not specific,3.0
1236,PVC,ALM,0.0,0.0,0.0,2.0,1.0,2,3.0,1.5,0,2,pristi_specific,3.0
1237,PVC,AQR,0.0,1.0,2.0,1.0,0.0,3,4.0,4.0,2,1,not specific,4.0
1238,PVC,ASH,0.0,0.0,2.0,0.0,0.0,1,2.0,2.0,1,0,not specific,2.0
1239,PVC,AVA,7.0,8.0,9.0,1.0,0.0,4,25.0,25.0,3,1,not specific,25.0
1240,PVC,AVB,34.0,33.0,77.0,68.0,55.0,5,267.0,267.0,3,2,core,267.0
1241,PVC,AVD,13.0,12.0,35.0,27.0,13.0,5,100.0,33.333333333333336,3,2,core,100.0
1242,PVC,AVE,11.0,8.0,30.0,0.0,2.0,4,51.0,51.0,3,1,not specific,51.0
1243,PVC,AVH,0.0,2.0,1.0,0.0,0.0,2,3.0,3.0,2,0,not specific,3.0
1244,PVC,AVJ,2.0,5.0,5.0,22.0,6.0,5,40.0,10.0,3,2,core,40.0
1245,PVC,AVK,0.0,1.0,0.0,0.0,0.0,1,1.0,0.5,1,0,not specific,1.0
1246,PVC,DVA,0.0,0.0,0.0,2.0,0.0,1,2.0,0.4,0,1,not specific,2.0
1247,PVC,FLP,0.0,1.0,2.0,0.0,0.0,2,3.0,0.6,2,0,not specific,3.0
1248,PVC,PVC,0.0,1.0,12.0,0.0,0.0,2,13.0,4.333333333333333,2,0,not specific,13.0
1249,PVC,PVD,0.0,0.0,0.0,0.0,4.0,1,4.0,4.0,0,1,not specific,4.0
1250,PVC,PVP,0.0,0.0,1.0,5.0,0.0,2,6.0,6.0,1,1,not specific,6.0
1251,PVC,RID,10.0,6.0,27.0,0.0,4.0,4,47.0,47.0,3,1,not specific,47.0
1252,PVC,RIF,0.0,0.0,0.0,3.0,0.0,1,3.0,3.0,0,1,not specific,3.0
1253,PVC,RIM,0.0,0.0,0.0,37.0,29.0,2,66.0,66.0,0,2,pristi_specific,66.0
1254,PVC,RIP,0.0,0.0,0.0,7.0,3.0,2,10.0,10.0,0,2,pristi_specific,10.0
1255,PVC,RIS,1.0,1.0,2.0,2.0,0.0,4,6.0,3.0,3,1,not specific,6.0
1256,PVC,SAA,0.0,1.0,0.0,0.0,0.0,1,1.0,0.5,1,0,not specific,1.0
1257,PVC,SDQ,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
1258,PVC,SIA,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
1259,PVC,SIB,6.0,13.0,12.0,3.0,0.0,4,34.0,34.0,3,1,not specific,34.0
1260,PVC,SMB,0.0,0.0,3.0,0.0,0.0,1,3.0,3.0,1,0,not specific,3.0
1261,PVC,URX,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,0,1,not specific,1.0
1262,PVD,AVD,0.0,0.0,0.0,14.0,9.0,2,23.0,23.0,0,2,pristi_specific,23.0
1263,PVD,AVF,0.0,0.0,0.0,0.0,2.0,1,2.0,2.0,0,1,not specific,2.0
1264,PVD,AVJ,0.0,0.0,0.0,9.0,8.0,2,17.0,17.0,0,2,pristi_specific,17.0
1265,PVD,RID,0.0,0.0,0.0,0.0,3.0,1,3.0,3.0,0,1,not specific,3.0
1266,PVD,SIB,0.0,0.0,0.0,3.0,0.0,1,3.0,3.0,0,1,not specific,3.0
1267,PVD,URX,0.0,0.0,0.0,1.0,0.0,1,1.0,0.5,0,1,not specific,1.0
1268,PVD,URY,0.0,0.0,0.0,0.0,3.0,1,3.0,3.0,0,1,not specific,3.0
1269,PVN,ADA,0.0,0.0,0.0,2.0,0.0,1,2.0,1.0,0,1,not specific,2.0
1270,PVN,ADF,0.0,0.0,0.0,0.0,2.0,1,2.0,2.0,0,1,not specific,2.0
1271,PVN,AIA,1.0,0.0,0.0,2.0,3.0,3,6.0,6.0,1,2,not specific,6.0
1272,PVN,AIB,0.0,0.0,0.0,43.0,11.0,2,54.0,54.0,0,2,pristi_specific,54.0
1273,PVN,AIM,0.0,0.0,0.0,3.0,0.0,1,3.0,3.0,0,1,not specific,3.0
1274,PVN,AIZ,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
1275,PVN,ALM,1.0,2.0,2.0,1.0,0.0,4,6.0,6.0,3,1,not specific,6.0
1276,PVN,ASE,0.0,0.0,0.0,12.0,0.0,1,12.0,12.0,0,1,not specific,12.0
1277,PVN,ASI,0.0,0.0,0.0,14.0,0.0,1,14.0,14.0,0,1,not specific,14.0
1278,PVN,ASJ,2.0,0.0,0.0,0.0,3.0,2,5.0,5.0,1,1,not specific,5.0
1279,PVN,ASK,0.0,0.0,0.0,9.0,3.0,2,12.0,12.0,0,2,pristi_specific,12.0
1280,PVN,AVB,3.0,0.0,0.0,14.0,1.0,3,18.0,18.0,1,2,not specific,18.0
1281,PVN,AVD,2.0,0.0,0.0,0.0,0.0,1,2.0,1.0,1,0,not specific,2.0
1282,PVN,AVE,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
1283,PVN,AVF,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
1284,PVN,AVJ,1.0,6.0,10.0,11.0,0.0,4,28.0,28.0,3,1,not specific,28.0
1285,PVN,AVM,1.0,1.0,0.0,0.0,0.0,2,2.0,1.0,2,0,not specific,2.0
1286,PVN,AWA,0.0,0.0,0.0,8.0,0.0,1,8.0,8.0,0,1,not specific,8.0
1287,PVN,AWB,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,0,1,not specific,1.0
1288,PVN,BDU,8.0,14.0,10.0,4.0,13.0,5,49.0,49.0,3,2,core,49.0
1289,PVN,CEP,0.0,1.0,2.0,0.0,0.0,2,3.0,3.0,2,0,not specific,3.0
1290,PVN,HSN,3.0,0.0,0.0,1.0,0.0,2,4.0,4.0,1,1,not specific,4.0
1291,PVN,OLL,0.0,0.0,0.0,2.0,0.0,1,2.0,1.0,0,1,not specific,2.0
1292,PVN,OLQ,0.0,0.0,0.0,1.0,0.0,1,1.0,0.5,0,1,not specific,1.0
1293,PVN,PVN,2.0,4.0,5.0,17.0,0.0,4,28.0,14.0,3,1,not specific,28.0
1294,PVN,PVQ,0.0,0.0,0.0,3.0,2.0,2,5.0,1.25,0,2,pristi_specific,5.0
1295,PVN,PVR,0.0,0.0,0.0,5.0,0.0,1,5.0,5.0,0,1,not specific,5.0
1296,PVN,RIC,0.0,0.0,0.0,0.0,3.0,1,3.0,1.0,0,1,not specific,3.0
1297,PVN,RIF,2.0,2.0,0.0,1.0,0.0,3,5.0,5.0,2,1,not specific,5.0
1298,PVN,RIM,0.0,0.0,0.0,11.0,0.0,1,11.0,11.0,0,1,not specific,11.0
1299,PVN,RIS,0.0,0.0,0.0,9.0,10.0,2,19.0,19.0,0,2,pristi_specific,19.0
1300,PVN,RMG,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
1301,PVN,SDQ,1.0,0.0,0.0,0.0,0.0,1,1.0,0.3333333333333333,1,0,not specific,1.0
1302,PVN,SIB,0.0,0.0,0.0,1.0,0.0,1,1.0,0.5,0,1,not specific,1.0
1303,PVN,SMB,1.0,0.0,0.0,3.0,1.0,3,5.0,5.0,1,2,not specific,5.0
1304,PVN,URB,0.0,0.0,2.0,0.0,0.0,1,2.0,2.0,1,0,not specific,2.0
